ID,Language,Source Text,Translated Text
,ar,{0} shared this document with everyone,{0} مشاركة هذا المستند مع الجميع
,ar,{0} shared this document with {1},{0} مشاركة هذا المستند مع {1}
,ar,{0} subscribers added,{0} مشتركين تم اضافتهم
,ar,{0} to stop receiving emails of this type,{0} لإيقاف تلقي رسائل البريد الإلكتروني من هذا النوع
,ar,{0} to {1},{0} إلى {1}
,ar,{0} un-shared this document with {1},{0} الغى مشاركة هذا المستند مع {1}
,ar,{0} updated,{0} تم تحديث
,ar,{0} weeks ago,قبل {0} أسبوع /أسابيع
,ar,{0} {1} added,تمت إضافة {0} {1}
,ar,{0} {1} already exists,{0} {1} موجود بالفعل
,ar,"{0} {1} cannot be ""{2}"". It should be one of ""{3}""","{0} {1} لا يمكن أن يكون {{}}. يجب أن تكون واحدة من ""{3}"""
,ar,{0} {1} cannot be a leaf node as it has children,{0} {1} لا يمكن أن يكون تفريعة لأن لديه تفريعات أخرى
,ar,"{0} {1} does not exist, select a new target to merge",{0} {1} غير موجود ، حدد هدفا جديدا لدمج
,ar,{0} {1} not found,{0} {1} غير موجود
,ar,{0} {1} to {2},{0} {1} الى {2}
,ar,"{0}, Row {1}",{0}، الصف {1}
,ar,"{0}: '{1}' ({3}) will get truncated, as max characters allowed is {2}",{0}: '{1}' ({3}) سيتم اقتطاعه، حيث أن الحد الأقصى المسموح به هو {2}
,ar,{0}: Cannot set Amend without Cancel,{0}: لا يمكن تعيين تحرير بدون إلغاء
,ar,{0}: Cannot set Assign Amend if not Submittable,{0}: لا يمكن تعيين تحرير إذا لم يتم إرساله
,ar,{0}: Cannot set Assign Submit if not Submittable,{0} : لا يمكن تحديد تعيين بالتأكيد إذا لم يكن قابل للتأكيد
,ar,{0}: Cannot set Cancel without Submit,{0}: لا يمكن تعيين إلغاء بدون إرسال
,ar,{0}: Cannot set Import without Create,{0} : لا يمكن تحديد استيراد دون إنشاء
,ar,"{0}: Cannot set Submit, Cancel, Amend without Write",{0} : لا يمكن تحديد تأكيد ، الغاء ، تحرير دون كتابة
,ar,{0}: Cannot set import as {1} is not importable,{0}: لا يمكن تعيين استيراد كما {1} غير قابل للاستيراد
,ar,{0}: No basic permissions set,{0} : لم يتم تحديد صلاحيات أساسية
,ar,"{0}: Only one rule allowed with the same Role, Level and {1}",{0} قاعدة واحدة فقط سمح لها نفس الدور الوظيفي، المستوى و{1}
,ar,{0}: Permission at level 0 must be set before higher levels are set,{0} : صلاحيات على مستوى 0 يجب تحديده قبل أن يتم تحديد صلاحيات أعلى
,ar,{0}: {1} in {2},{0}: {1} في {2}
,ar,{0}: {1} is set to state {2},{0}: تم تعيين {1} على الحالة {2}
,ar,{app_title},{ app_title }
,ar,{{{0}}} is not a valid fieldname pattern. It should be {{field_name}}.,{{{0}}} غير صحيح كأسم حقل. يجب أن يكون {{field_name}}.
,ar,Communication Link,حلقة اتصال
,ar,Force User to Reset Password,إجبار الموظف على إعادة تعيين كلمة المرور
,ar,In Days,في الايام
,ar,Last Password Reset Date,تاريخ إعادة تعيين كلمة المرور الأخيرة
,ar,The password of your account has expired.,انتهت صلاحية كلمة المرور الخاصة بحسابك.
,ar,Workflow State transition not allowed from {0} to {1},انتقال حالة سير العمل غير مسموح به من {0} إلى {1}
,ar,{0} must be after {1},{0} يجب أن يكون بعد {1}
,ar,{0}: Field '{1}' cannot be set as Unique as it has non-unique values,{0}: لا يمكن تعيين الحقل '{1}' على أنه فريد لأنه يحتوي على قيم غير فريدة
,ar,{0}: Field {1} in row {2} cannot be hidden and mandatory without default,{0}: لا يمكن إخفاء الحقل {1} في الصف {2} ويكون إلزاميًا بدون افتراضي
,ar,{0}: Field {1} of type {2} cannot be mandatory,{0}: الحقل {1} من النوع {2} لا يمكن أن يكون إلزاميًا
,ar,{0}: Fieldname {1} appears multiple times in rows {2},{0}: اسم الحقل {1} يظهر عدة مرات في الصفوف {2}
,ar,{0}: Fieldtype {1} for {2} cannot be unique,{0}: لا يمكن أن يكون Fieldtype {1} لـ {2} فريدًا
,ar,{0}: Options must be a valid DocType for field {1} in row {2},{0}: يجب أن تكون الخيارات نوع DocType صحيحًا للحقل {1} في الصف {2}
,ar,{0}: Options required for Link or Table type field {1} in row {2},{0}: الخيارات المطلوبة لحقل نوع الرابط أو الجدول {1} في الصف {2}
,ar,{0}: Options {1} must be the same as doctype name {2} for the field {3},{0}: يجب أن تكون الخيارات {1} هي نفسها اسم DOCTYPE {2} للحقل {3}
,ar,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: لا يمكن فهرسة Fieldtype {1} لـ {2}
,ar,Make {0},اصنع {0}
,ar,A user who posts blogs.,موظف ينشر المدونات.
,ar,Applying: {0},التطبيق: {0}
,ar,Fieldname {0} is restricted,اسم الحقل {0} مقيد
,ar,Is Optional State,هي حالة اختيارية
,ar,No values to show,لا توجد قيم لإظهارها
,ar,View Ref,عرض المرجع
,ar,Workflow Action is not created for optional states,لم يتم إنشاء إجراء سير العمل للحالات الاختيارية
,ar,{0} values selected,{0} القيم المحددة
,ar,"""amended_from"" field must be present to do an amendment.","يجب أن يكون الحقل ""amended_from"" حاضرًا لإجراء تحرير."
,ar,(Mandatory),(إلزامي)
,ar,1 Google Calendar Event synced.,تمت مزامنة حدث تقويم Google واحد.
,ar,1 record will be exported,سيتم تصدير سجل واحد
,ar,1 week ago,1 قبل أسبوع
,ar,5 Records,5 السجلات
,ar,A recurring {0} {1} has been created for you via Auto Repeat {2}.,تم إنشاء {0} {1} متكرر لك من خلال التكرار التلقائي {2}.
,ar,API,API
,ar,API Method,طريقة API
,ar,About {0} minute remaining,حوالي {0} دقيقة متبقية
,ar,About {0} minutes remaining,حوالي {0} دقائق متبقية
,ar,About {0} seconds remaining,حوالي {0} ثانية متبقية
,ar,Access Log,سجل الوصول
,ar,Access not allowed from this IP Address,الوصول غير مسموح به من عنوان IP هذا
,ar,Action Type,نوع العمل
,ar,Activity Log by,سجل النشاط بواسطة
,ar,Add Fields,إضافة الحقول
,ar,Administration,الادارة
,ar,After Cancel,بعد الغاء
,ar,After Delete,بعد الحذف
,ar,After Save,بعد الحفظ
,ar,After Save (Submitted Document),بعد الحفظ (المستند المقدم)
,ar,After Submit,بعد ترحيل
,ar,Aggregate Function Based On,مجموع وظيفة بناء على
,ar,Aggregate Function field is required to create a dashboard chart,حقل تجميع الوظائف مطلوب لإنشاء رسم بياني لوحة المعلومات
,ar,All Records,جميع السجلات
,ar,Allot Points To Assigned Users,تخصيص نقاط للموظفين المعينين
,ar,Allow Auto Repeat,السماح للتكرار التلقائي
,ar,Allow Google Calendar Access,السماح بالوصول إلى تقويم Google
,ar,Allow Google Contacts Access,السماح بوصول جهات اتصال Google
,ar,Allow Google Drive Access,السماح بالوصول إلى Google Drive
,ar,Allow Guest,اسمح للضيف
,ar,Allow Guests to Upload Files,السماح للضيوف بتحميل الملفات
,ar,Also adding the status dependency field {0},إضافة حقل تبعية الحالة أيضًا {0}
,ar,An error occurred while setting Session Defaults,حدث خطأ أثناء إعداد الإعدادات الافتراضية للجلسة
,ar,Annual,سنوي
,ar,Append Emails to Sent Folder,إلحاق رسائل البريد الإلكتروني إلى مجلد المرسلة
,ar,Apply Assignment Rule,تطبيق قاعدة التكليف
,ar,Apply Only Once,تطبق مرة واحدة فقط
,ar,Apply this rule only once per document,قم بتطبيق هذه القاعدة مرة واحدة فقط لكل مستند
,ar,Approval Required,الموافقة مطلوبة
,ar,Approved,موافق عليه
,ar,Are you sure you want to delete all rows?,هل تريد بالتأكيد حذف جميع الصفوف؟
,ar,Are you sure you want to delete this post?,هل أنت متأكد أنك تريد حذف هذه المشاركة؟
,ar,Are you sure you want to merge {0} with {1}?,هل أنت متأكد من رغبتك في دمج {0} مع {1}؟
,ar,Assignment Day {0} has been repeated.,تم تكرار يوم التكليف{0}.
,ar,Assignment Days,أيام التكليف
,ar,Assignment Rule Day,يوم قاعدة التكليف
,ar,Assignments,تعيينات
,ar,Attach a web link,إرفاق رابط الويب
,ar,Authorize Google Calendar Access,السماح الوصول إلى تقويم Google
,ar,Authorize Google Contacts Access,السماح بوصول جهات اتصال Google
,ar,Authorize Google Drive Access,السماح بالوصول إلى Google Drive
,ar,Auto Repeat Document Creation Failed,فشل إنشاء مستند تكرار تلقائي
,ar,Auto Repeat Document Creation Failure,فشل تكرار إنشاء المستند التلقائي
,ar,Auto Repeat created for this document,تكرار تلقائي تم إنشاؤه لهذا المستند
,ar,Auto Repeat failed for {0},فشل التكرار التلقائي لـ {0}
,ar,Automatic Linking can be activated only for one Email Account.,يمكن تنشيط الربط التلقائي فقط لحساب بريد إلكتروني واحد.
,ar,Automatic Linking can be activated only if Incoming is enabled.,لا يمكن تنشيط الربط التلقائي إلا إذا تم تمكين الوارد.
,ar,Automatically generates recurring documents.,ينشيء تلقائيا المستندات المتكررة.
,ar,Backing up to Google Drive.,النسخ الاحتياطي إلى Google Drive.
,ar,Backup Folder ID,رقم مجلد النسخ الاحتياطي
,ar,Backup Folder Name,اسم مجلد النسخ الاحتياطي
,ar,Before Cancel,قبل الإلغاء
,ar,Before Delete,قبل الحذف
,ar,Before Insert,قبل إدراج
,ar,Before Save,قبل الحفظ
,ar,Before Save (Submitted Document),قبل الحفظ (المستند المقدم)
,ar,Before Submit,قبل إرسال
,ar,Blank Template,نموذج فارغ
,ar,Callback URL,عاود الاتصال بالعنوان
,ar,Cancel All Documents,الغاء جميع المستندات
,ar,Cancelling documents,إلغاء المستندات
,ar,Cannot match column {0} with any field,لا يمكن مطابقة العمود {0} بأي حقل
,ar,Change,تغيير
,ar,Change User,تغيير الموظف
,ar,Check the Error Log for more information: {0},تحقق من سجل الأخطاء لمزيد من المعلومات: {0}
,ar,Clear Cache and Reload,مسح ذاكرة التخزين المؤقت وتحديث
,ar,Clear Filters,مسح الفلاتر
,ar,Click on <b>Authorize Google Drive Access</b> to authorize Google Drive Access.,انقر فوق <b>السماح لـ Google Drive Access</b> بالسماح <b>الوصول</b> إلى Google Drive.
,ar,Click on a file to select it.,انقر على ملف لتحديده.
,ar,Click on the link below to approve the request,انقر على الرابط أدناه للموافقة على الأمر
,ar,Click on the lock icon to toggle public/private,انقر على أيقونة القفل للتبديل بين العام والخاص
,ar,Click on {0} to generate Refresh Token.,انقر فوق {0} لإنشاء تحديث الرمز المميز.
,ar,Close Condition,حالة قريبة
,ar,Column {0},العمود {0}
,ar,Columns / Fields,الأعمدة / الحقول
,ar,"Configure notifications for mentions, assignments, energy points and more.",قم بتكوين الإشعارات الخاصة بالإشارات والتعيينات ونقاط الطاقة والمزيد.
,ar,Contact Email,عنوان البريد الإلكتروني
,ar,Contact Numbers,ارقام التواصل
,ar,Contact Phone,هاتف الاتصال
,ar,Contact Synced with Google Contacts.,الاتصال متزامنة مع جهات اتصال Google.
,ar,Context,سياق الكلام
,ar,Contribute Translations,المساهمة في الترجمات
,ar,Contributed,ساهم
,ar,Controller method get_razorpay_order missing,طريقة تحكم get_razorpay_order مفقودة
,ar,Copied to clipboard.,نسخ إلى الحافظة.
,ar,Core Modules {0} cannot be searched in Global Search.,لا يمكن البحث في الوحدات الأساسية {0} في البحث الشامل.
,ar,Could not create Razorpay order. Please contact Administrator,لا يمكن إنشاء أمر Razorpay. يرجى الاتصال المدير النظام
